objective,nodes_to_best,edges_to_best,nodes_avg,edges_avg
5533,140,96,149.838,102.516
5959,135,98,143.615,97.9099
6310,141,97,148.936,100.735
6037,145,102,152.252,103.035
5735,139,83,149.599,96.4274
6633,134,100,143.883,102.593
7108,141,99,151.13,105.233
6168,142,113,151.943,107.557
5390,141,102,151.629,104.105
4965,138,93,148.609,97.7417
6394,143,105,151.648,104.066
6939,140,101,147.938,103.174
6677,140,95,150.295,105.45
5196,143,105,151.528,102.312
6841,142,99,151.326,105.486
5936,143,106,149.542,100.744
5841,142,101,150.529,103.211
6649,142,96,149.101,99.8779
6440,138,96,147.832,102.174
5703,142,102,153.013,104.611
6422,137,99,145.393,99.002
4660,145,97,151.384,98.7057
4986,145,106,152.6,105.303
5194,140,97,149.772,99.7227
6732,138,99,148.231,103.528
5436,140,106,152.597,106.876
5798,144,101,152.023,103.139
6873,141,98,149.985,104.152
4127,138,85,149.12,92.6817
6085,141,99,151.949,106.217
6073,137,98,148.003,99.9159
5670,141,97,152.369,104.989
6454,142,101,149.266,102.781
6036,137,95,147.658,99.8659
6439,145,107,151.377,103.911
6338,143,101,150.879,104.249
6186,144,101,155.105,107.892
5961,142,107,147.47,102.359
5929,143,121,151.188,103.781
5203,141,87,150.224,95.9029
5601,140,98,150.129,105.802
7099,142,106,152.118,109.235
6024,143,97,153.672,105.39
5374,137,81,148.369,96.5876
6016,139,93,150.219,101.794
6720,143,106,149.019,104.758
6290,141,106,150.284,103.561
5813,147,105,150.414,98.8458
5213,139,96,148.593,99.5846
4686,141,105,149.56,97.3894
5969,141,103,150.706,105.504
6635,138,91,149.939,103.568
5846,142,101,153.848,107.46
6149,143,95,152.382,102.644
6238,141,96,152.625,106.439
5719,142,105,151.568,105.029
5903,143,101,149.669,101.905
4741,136,91,144.701,93.7037
4924,144,102,152.825,106.136
5934,142,109,152.237,106.775
6487,134,93,144.609,98.3514
6753,144,110,152.24,105.846
4731,141,97,149.672,101.487
5440,149,114,153.01,101.231
4804,145,106,153.339,100.278
6517,142,109,145.642,98.996
6099,140,97,147.088,100.572
5409,143,105,147.969,100.532
5823,140,90,147.081,94.9319
6698,140,99,148.698,104.302
5899,140,99,148.646,103.711
4193,145,104,155.249,106.549
6285,143,99,153.401,106.053
5928,141,97,151.798,105.309
6211,145,113,151.195,105.708
5832,141,104,151.155,105.617
5788,140,100,146.188,97.6687
6171,141,105,147.07,100.722
6338,141,105,148.475,103.365
4950,142,91,146.826,95.4575
5742,145,107,148.518,101.2
5364,140,92,150.892,99.7798
6153,141,104,148.162,102.581
6435,141,110,151.284,105.91
6090,143,108,151.595,104.188
6326,141,107,145.563,100.533
6183,144,107,152.482,105.196
5645,141,101,152.442,104.015
5972,139,98,147.66,101.257
6001,136,98,147.076,101.125
5365,139,93,148.082,97.5355
5832,144,104,149.601,99.0711
7637,140,118,146.855,106.45
6264,141,111,148.629,103.949
5447,143,95,153.582,104.344
5378,145,107,153.722,106.383
6835,142,102,149.622,104.641
6080,144,113,152.345,109.005
6116,138,94,145.311,99.987
6445,140,105,149.27,102.173
4523,145,104,153.629,100.321
4387,140,88,151.516,97.3774
6004,146,110,151.958,105.585
6339,139,98,146.71,98.9129
6087,138,97,148.725,100.981
6665,145,108,152.441,106.783
5524,142,101,150.176,100.908
6501,146,116,154.161,107.913
6549,141,112,148.895,104.835
6137,143,101,149.837,102.412
6616,138,92,148.943,104.05
4869,144,100,150.437,100.213
5345,140,96,151.38,100.406
7022,143,106,148.051,101.134
5538,136,94,148.453,99.6196
7393,143,111,148.562,103.492
6946,144,105,155.941,110.034
5269,142,102,150.764,101.468
4890,142,94,154.756,104.405
5384,142,100,148.232,99.1281
6478,144,106,151.422,104.351
6396,146,118,153.43,109.766
6790,142,102,148.651,104.54
6548,138,96,150.585,104.514
6056,144,111,151.516,104.69
6860,143,109,151.434,106.604
5068,144,95,151.637,95.6106
6012,144,99,149.681,99.1772
5468,145,110,154.071,104.967
5875,140,106,149.057,103.8
5538,139,95,147.365,98.3894
6032,144,107,153.18,107.811
6790,143,111,151.926,108.883
7151,144,107,151.467,108.43
5692,143,108,151.489,103.106
