objective,nodes_to_best,edges_to_best,nodes_avg,edges_avg
-11469,144,85,169.263,85.6406
-9310,143,88,165.455,82.049
-13631,145,86,167.342,82.9289
-18100,144,84,166.091,78.5455
-12934,146,90,170.16,85.7558
-7554,143,84,164.114,83.011
-7068,144,82,164.108,81.5295
-7091,145,87,171.249,88.7107
-7877,145,88,168.57,85.2102
-9266,146,93,170.325,87.015
-12739,148,95,166.891,81.7648
-10018,145,83,164.72,82.1932
-7647,147,94,168.218,84.6847
-5215,146,90,165.362,85.3363
-9953,146,82,169.367,85.2072
-14743,141,83,161.266,76.8669
-8413,143,86,164.783,81.6597
-11749,143,89,162.346,78.7007
-14426,141,73,166.661,77.2633
-12368,145,83,165.938,79.6296
-620,141,88,159.298,83.8539
-10096,146,89,165.983,85.1121
-11468,146,82,170.475,85.5716
-10223,145,96,167.368,86.1391
-10270,145,88,167.318,84.8418
-7766,147,93,165.759,84.974
-17093,148,80,171.106,80.3584
-9522,142,79,166.488,84.9189
-7729,144,85,164.976,84.8038
-13054,146,93,168.389,84.2913
-10458,142,87,166.004,82.4324
-7062,144,91,168.205,85.9129
-173,144,95,161.02,85.7077
-6511,143,85,168.349,85.6126
-10111,146,92,165.155,80.1451
-5977,147,87,168.41,84.6817
-9305,147,97,170.659,87.9449
-12764,141,73,164.456,78.7918
-9920,142,82,163.678,79.8308
-9434,147,83,170.387,84.4775
-10896,144,81,166.802,81.3534
-14159,147,90,170.309,82.041
-5492,147,87,168.482,83.7047
-988,140,89,158.052,79.6496
-13358,141,84,163.374,79.6507
-4803,143,98,161.193,88.2182
-5903,148,104,164.447,78.8228
-8134,142,82,164.85,81.985
-13042,148,97,167.769,84.966
-11445,144,83,165.314,83.039
-3725,146,103,161.87,87.0821
-5250,141,85,164.705,87.0621
-17231,149,80,172.693,79.1522
-19298,145,85,168.76,80.5836
-12803,146,82,168.448,82.3123
-5650,144,93,165.769,87.8328
-6624,143,98,164.14,89.7848
-5744,145,95,164.703,83.6106
-9228,144,82,165.333,82.998
-16028,146,85,171.997,77.6787
-13706,144,79,169.165,82.1702
-9484,143,82,160.843,80.8438
-5091,143,85,158.48,80.5616
-11599,148,85,170.254,81.5516
-9526,145,90,161.325,82.9089
-11605,145,79,169.269,81.974
-11826,145,91,170.141,84.3544
-5650,146,90,166.541,82.2192
-7416,149,105,169.278,85.8549
-10203,148,92,166.795,78.8468
-3552,144,95,166.034,84.8128
-11060,148,85,167.635,81.5105
-12143,144,79,168.539,82.9449
-6097,147,91,168.223,85.8128
-3402,141,87,161.884,85.1942
-8931,146,86,171.752,83.003
-5959,148,101,165.368,86.2192
-3756,147,94,165.579,84.8158
-7561,145,86,167.234,83.963
-5076,142,92,162.389,84.2583
-8220,146,92,165.85,84.8228
-10816,146,89,167.458,80.9449
-9662,144,74,165.404,77.4845
-8460,148,92,165.706,84.029
-12171,143,91,162.25,80.037
-5024,144,80,160.662,77.1141
-17263,145,84,167.665,78.4034
-13458,147,86,167.517,78.3894
-7458,140,91,162.635,85.033
-12129,147,86,169.961,86.8198
-2474,146,96,163.489,87.3363
-9620,144,83,169.285,84.3413
-11897,147,83,169.663,84.4354
-3115,144,91,161.177,88.7568
-8745,144,90,169.315,85.8168
-7519,144,84,166.576,82.4144
-13725,147,85,169.56,79.3754
-10255,147,79,168.872,79.8969
-10045,149,90,168.099,84.5415
-5081,146,89,168.142,85.1351
-9637,144,88,164.866,86.5726
-11874,145,89,164.177,83.1972
-4870,145,90,166.527,87.2963
-11846,144,75,169.395,83.2132
-4646,144,98,165.133,87.1922
-12195,143,82,166.282,79.991
-9062,144,84,165.87,81.1712
-11032,145,94,171.146,88.7598
-5185,148,94,167.708,87.8919
-9198,147,91,168.741,85.2432
-7374,140,90,166.171,86.7848
-6461,145,81,164.706,79.0571
-6115,143,89,165.927,85.1451
-8188,139,79,161.931,79.5455
-12652,145,87,171.315,87.3423
-10772,147,85,169.483,80.5966
-19498,147,81,172.924,82.7047
-3762,148,94,167.815,88.3023
-12572,143,84,166.207,81.4024
-10999,148,87,168.003,82.5746
-9302,141,86,163.927,82.2633
-11826,144,78,167.028,77.9459
-13223,145,83,166.04,77.956
-6254,143,88,165.974,87.3073
-10660,147,90,169.115,83.2232
-15907,149,95,172.867,85.8278
-2886,143,79,162.702,80.9469
-6715,145,83,168.007,83.1001
-6192,146,88,168.335,83.7698
-8307,146,93,165.548,88.4354
-3813,143,86,160.754,81.5145
-8436,146,83,166.73,81.6256
-11697,147,89,168.652,80.998
-8903,145,88,165.928,81.7688
-7094,143,88,164.141,85.988
-9027,147,85,166.692,79.6617
-12233,145,81,169.883,80.3363
-5651,145,90,162.548,82.5485
-11275,144,88,168.627,84.1011
-9990,143,84,166.675,83.4915
-10760,147,88,169.028,78.2312
-7775,144,91,165.96,87.03
-6475,147,97,167.441,87.6146
-8490,147,96,164.717,83.4314
-7086,146,88,165.908,81.5195
-9086,147,90,166.329,83.8238
-13819,149,85,172.731,81.1972
-7568,145,91,166.055,84.6336
-13454,146,75,172.001,80.8488
-13486,147,77,168.08,78.9209
-4501,140,89,163.275,85.0921
-13395,144,85,168.332,83.2382
-8378,146,90,166.081,83.024
-6468,146,90,168.145,87.6276
-6291,145,86,166.589,84.5556
-9126,145,78,168.341,85.9209
-4369,145,88,166.253,88.7938
-9656,142,78,164.221,78.1512
-5334,145,94,164.254,84.3493
-7761,148,93,169.117,85.9139
-6757,141,91,161.8,80.1952
-11400,145,86,165.088,79.7668
-9003,144,84,167.812,84.3554
-6685,145,87,165.972,85.2042
-9512,144,86,166.212,81.4484
-527,143,90,160.342,85.8428
-6595,141,87,164.16,82.0551
-5711,143,85,166.27,85.8078
-7333,144,82,166.705,84.013
-12213,144,83,165.717,76.957
-12449,144,87,168.375,84.3994
-7460,145,79,166.646,75.2272
-6449,145,86,163.854,85.7708
-4915,145,91,163.4,80.8759
-6717,144,92,167.066,83.0941
-16549,144,91,168.477,86.3604
-5043,148,103,166.169,91.5205
-14228,148,96,171.86,86.6396
-9658,147,91,166.723,82.3083
-7739,145,87,165.094,80.2533
-5640,146,83,168.183,85.7738
-11246,145,86,167.366,82.981
