objective,nodes_to_best,edges_to_best,nodes_avg,edges_avg
18714,152,115,157.231,111.203
18760,151,120,156.308,109.41
17786,152,114,157.588,103.665
17860,150,105,154.815,100.647
17512,153,118,159.109,107.105
18760,149,105,157.74,108.547
16917,152,105,160.63,105.726
18411,151,112,157.314,108.235
17552,152,108,155.621,100.496
16765,149,107,156.63,101.595
18268,153,127,154.564,105.149
18644,150,113,153.919,104.93
18163,153,121,159.694,111.987
18492,151,114,160.011,110.679
18009,151,112,158.991,107.391
18203,150,104,156.196,106.806
18473,149,112,154.55,108.114
16058,153,107,161.561,100.854
17659,153,107,158.41,107.286
17657,153,108,160.268,109.55
18258,149,106,159.322,108.321
17467,152,108,160.833,105.58
16792,149,97,159.221,103.832
18455,154,116,159.333,111.082
17803,153,109,160.11,109.243
17558,148,99,155.957,105.499
18119,154,121,162.786,113.483
18293,153,113,159.847,108.374
16946,153,116,158.643,104.946
18569,155,125,159.853,107.49
18806,151,113,159.152,111.531
17125,148,107,153.412,104.186
17850,154,125,161.212,111.191
17547,152,118,158.043,108.843
18642,151,121,157.88,111.11
17695,151,121,158.199,109.118
17415,152,105,161.117,108.171
18798,149,107,154.853,107.3
16336,152,109,156.835,100.19
18699,151,113,155.906,107.105
18273,155,115,158.341,107.646
17052,149,102,159.276,106.354
17371,155,114,161.133,109.161
17666,152,110,154.963,103.425
16726,153,111,161.058,104.827
18417,153,113,159.118,109.063
18571,155,120,156.516,106.771
16842,151,107,158.88,105.52
18252,150,113,156.979,107.638
16504,155,111,162.891,110.06
18388,151,120,155.968,107.63
18154,155,119,157.814,110.089
17651,155,118,160.745,111.964
18211,149,111,155.818,105.158
16852,153,111,159.054,106.874
17647,155,121,161.671,111.115
18433,149,116,157.253,108.889
18397,156,131,159.426,113.387
17883,149,111,153.54,105.969
17646,150,104,157.757,104.831
16705,152,98,160.885,99.0761
17967,149,115,156.569,106.434
18277,155,122,162.638,116.353
17975,154,126,161.451,115.56
17098,151,103,159.716,103.733
18376,151,117,156.766,109.621
18477,154,118,162.04,112.122
18657,155,116,160.494,110.79
17433,153,115,157.632,105.824
18075,155,119,160.879,111.343
17505,151,101,159.306,105.907
17500,155,110,159.215,105.528
18462,152,109,159.363,111.793
18139,153,110,157.642,108.82
18648,148,107,155.791,106.052
17885,153,111,161.165,109.841
16746,155,123,164.008,112.119
18014,152,111,161.373,110.018
