objective,sim_node_best,sim_edge_best,sim_node_avg,sim_edge_avg
12033,91,50,72.999,38.8539
12481,96,56,74.1151,36.8969
12702,96,53,73.9149,39.1271
12258,95,59,72.4004,38.031
13324,94,45,74.9129,39.3934
13528,93,47,73.4775,40.6236
13638,96,57,75.1341,43.8949
12898,94,49,73.9359,37.7287
13690,95,52,75.01,39.8098
12346,91,50,72.6987,38.4424
13829,98,57,76.1421,41.7918
13536,93,54,73.2683,41.029
12116,93,56,72.7227,36.2843
13642,96,51,73.2953,37.2112
13243,96,54,74.6997,39.5976
12462,93,47,72.1882,36.8569
11266,92,50,71.015,34.4484
11825,91,44,71.3423,35.7097
11355,92,48,72.964,35.5115
12405,93,47,74.1992,40.1051
14039,94,53,72.6547,39.3003
11892,94,53,73.6657,40.1121
13774,96,51,74.6687,39.013
13400,93,52,76.2983,42.972
13386,96,45,74.7688,37.6717
13583,94,45,74.8899,41.4384
12936,96,45,75.5946,39.2232
13410,94,52,74.3944,40.1702
12764,97,59,72.9459,38.1572
14469,96,51,76.7908,44.8839
12032,94,51,72.0501,34.0551
12272,93,44,74.2523,37.3313
12418,97,49,74.8619,37.3253
12797,92,44,72.4995,34.8919
12447,92,45,71.7497,37.1632
13305,97,56,74.3714,40.6967
12292,89,49,72.027,38.5295
13234,94,45,73.6747,39.2012
13191,93,51,73.7047,39.5736
13270,95,45,74.4535,38.5235
13181,92,51,71.8288,37.3894
12741,95,40,72.9259,35.5495
12551,95,49,72.5235,35.3223
12865,94,49,73.3263,35.8769
12872,93,45,72.5976,35.8809
13686,94,46,73.031,38.0941
13779,92,48,72.2342,37.4074
12816,94,53,75.7087,41.5916
11930,90,48,71.8328,37.1261
12797,92,46,74.1141,40.0731
13871,91,43,75.048,41.2723
11708,92,46,72.7367,38.1732
14008,95,47,75.8118,39.8038
13630,91,48,73.8158,40.2412
13961,97,53,76.7508,42.7047
12181,94,51,73.8939,38.9079
11762,95,50,74.1812,37.5235
12815,94,48,73.984,36.7618
12700,96,47,76.7968,38.998
11918,89,43,73.2613,38.021
12315,93,49,73.0791,38.041
13208,96,55,74.3794,40.3864
13608,97,57,74.3964,41.4004
12049,92,39,74.3333,38.013
12679,95,46,73.5465,36.6326
10556,92,48,71.4194,35.2112
11679,88,48,71.015,36.6667
11447,90,44,72.013,35.3934
11944,92,38,74.005,36.1552
13183,95,52,73.6016,39.2513
13092,95,46,73.6296,36.4284
13218,97,52,73.1742,39.0711
13016,92,46,71.8478,38.9329
13866,96,54,72.8358,39.6156
12975,93,51,74.1371,40.2753
13206,94,57,72.7387,39.7908
12885,93,49,76.1191,41.2573
11577,93,46,74.2012,37.7898
12067,89,44,73.9329,36.9399
13332,94,53,72.6887,39.2893
13202,94,48,75.5255,41.8438
12920,94,46,69.954,34.6967
13601,95,47,73.6306,37.4805
12106,93,43,71.7227,36.1141
12009,89,46,70.2643,36.7497
13000,92,54,72.0621,36.8048
13354,94,56,74.2943,41.7618
13520,95,46,74.5686,40.3904
13070,95,47,72.3614,37.3724
12742,94,53,73.0831,38.9409
12499,93,44,72.8959,37.1942
13451,94,52,73.5756,39.7167
12468,97,48,73.6036,39.2693
12232,89,40,72.3323,37.2372
12890,93,46,74.3093,39.9429
13086,90,51,71.8619,38.5876
11389,91,45,73.3443,38.7337
12696,97,52,73.3013,38.5015
12826,92,42,74.1391,38.1021
13170,96,48,76.2292,40.4304
13532,96,57,75.5005,42.5516
11842,92,48,72.7017,37.7387
13322,95,58,72.3013,40.8148
12428,92,47,71.1361,36.7738
12924,93,49,71.8018,36.7978
11788,90,45,73.1972,37.3463
11788,92,47,70.7528,33.9039
13226,92,45,74.7337,39.2142
13415,94,55,73.7197,39.7648
12485,93,46,74.8839,40.3473
12881,99,52,74.0761,38.1592
12708,97,50,71.7387,36.0591
13815,96,55,74.8839,41.5255
12353,95,51,71.01,38.5716
13596,98,55,74.0641,41.4254
12496,90,47,70.6867,37.3534
12650,92,45,74.9289,39.2983
12601,93,48,72.2813,36.5546
13621,93,45,75.022,40.4304
11945,88,46,70.992,37.4294
13693,94,49,75.0671,41.1502
11671,94,53,71.8959,38.8649
13793,97,55,76.4825,42.7858
11804,91,52,70.3173,37.1471
12797,95,47,74.8108,37.4545
11590,88,48,70.0791,36.012
13189,97,56,73.5916,39.8358
12945,93,47,75.4274,38.5265
12857,92,50,75.0831,41.5636
11954,91,43,72.5265,35.1291
13539,92,49,74.5225,40.1812
14182,95,50,75.975,43.013
13676,96,53,75.4845,40.7297
12341,91,41,73.9299,37.4595
12791,93,52,73.9329,39.0551
12115,95,47,75.9459,39.2282
13790,95,49,75.2002,39.974
13890,95,56,74.5986,41.2212
12714,93,48,73.8238,37.2462
11907,96,59,71.7267,37.4505
13122,94,47,76.5085,40.6657
12529,88,40,73.8529,38.3473
12046,93,51,69.8008,35.4565
12574,94,52,73.8689,40.6937
13192,92,49,73.048,39.0821
12088,91,48,71.8488,36.2603
12758,91,42,73.2933,36.4535
12990,93,49,74.6266,38.7367
13394,92,50,71.7648,36.7798
13067,94,49,74.2603,38.027
12327,95,48,73.5445,36.1101
11927,92,50,72.1051,38.7578
11492,93,49,71.7227,35.6326
13961,97,57,73.7748,39.5005
12756,94,43,74.1281,38.1221
13467,95,49,74.6066,37.8729
11877,92,41,73.3844,38.6937
14004,97,58,72.1822,38.9409
12239,92,42,72.7137,36.8889
11864,94,49,73.0631,36.7397
12348,96,55,72.8218,37.7948
13736,95,56,72.7347,39.5946
13181,96,54,75.026,40.0881
12509,90,40,71.8849,36.5596
13197,96,52,72.4705,37.5526
12287,93,43,71.4695,34.7297
13905,94,56,74.6426,42.7117
10992,93,46,71.2663,35.7047
13649,94,52,72.6406,37.3864
11815,90,38,73.019,36.7818
12540,92,44,74.5806,39.6617
12828,95,53,75.5566,41.8448
13138,97,50,75.4184,40.1772
13217,94,51,74.3403,42.3433
12732,96,57,72.2753,38.021
12626,93,50,74.6777,37.7688
