objective,sim_node_best,sim_edge_best,sim_node_avg,sim_edge_avg
4517,88,48,68.7708,34.4034
2682,87,43,69.2963,35.3133
2774,91,49,67.3263,33.5936
2364,84,46,65.7628,31.7528
4619,91,55,67.984,35.2603
2426,82,43,68.015,33.8879
3138,90,47,68.8058,34.5886
2146,84,40,66.6026,30.975
2824,91,47,67.1071,33.5485
2752,89,47,65.6126,31.2743
2013,87,48,66.1191,31.009
2407,84,42,67.6466,34.1001
1999,84,44,66.6997,30.7898
1242,87,48,65.9449,30.7778
3250,91,52,69.0601,34.7708
2301,91,47,68.6356,32.6346
3084,85,46,67.5856,34.044
4678,96,62,69.7788,37.4765
1989,87,52,65.0911,32.2833
4649,89,48,68.0751,33.8889
2080,90,42,67.5475,31.2703
3664,91,57,69.9159,35.9119
2700,88,43,70.039,34.0721
3209,91,54,69.4354,34.8879
2915,94,52,67.1021,31.5265
3980,88,48,68.1321,33.9259
2127,89,45,67.9349,31.5075
2901,88,51,67.3003,32.005
3425,91,50,66.8238,31.9169
2828,91,48,68.6577,34.012
2645,88,42,66.8478,31.3403
3263,84,47,67.9439,36.0751
1801,86,45,66.6997,31.6557
2318,84,46,66.3664,32.4454
3470,90,52,67.6887,34.6246
2941,87,49,67.6116,33.8509
3794,87,47,70.7828,36.7828
4439,88,52,69.2673,35.4164
2684,83,49,67.2833,34.3634
2255,85,46,66.2543,33.3483
1961,89,45,68.1091,29.5455
2607,88,49,68.3594,31.4144
3490,90,53,69.5806,36.5986
3567,91,52,66.1582,32.032
3680,88,47,68.5726,34.5375
3125,89,49,70.5586,37.2623
4311,90,52,69.979,36.997
4525,90,54,68.9299,36.7087
3010,92,48,70.0661,34.3714
3038,89,58,69.2372,35.033
3928,90,54,66.1922,32.0821
3094,92,50,67.0921,32.6196
3041,88,42,69.3463,34.7878
3467,95,56,68.968,31.8689
3053,85,46,68.6937,34.2743
2811,94,48,67.4625,32.3504
2929,85,43,65.9329,33.8338
3292,87,50,69.8178,35.8018
3496,86,44,67.7888,34.6276
3442,89,47,67.2893,34.2112
3748,91,48,70.6797,35.2823
2414,91,47,69.9059,33.2883
3339,89,47,68.6827,35.3754
4011,88,45,68.6266,35.018
3137,87,49,69.1512,34.3754
2741,86,46,66.2352,32.5966
2590,89,44,65.8008,30.8028
3183,88,52,67.1131,34.5786
3521,87,46,66.6196,34.1772
2824,91,52,68.2593,32.0871
3113,88,44,69.3544,34.7407
3744,96,60,68.7237,34.014
3347,88,44,68.0981,33.6757
4335,94,59,69.9459,36.6757
3795,90,54,69.1161,35.5185
3796,90,52,67.971,34.8178
4679,94,60,68.2232,34.2232
3246,84,49,65.032,34.7708
3950,92,54,68.1161,35.7818
2334,83,46,66.2262,30.6727
2856,88,49,69.8719,35.3253
3492,91,48,69.8599,34.8989
4491,93,57,66.6476,35.2853
2844,91,49,69.4775,35.8629
3819,90,50,68.5646,34.1852
3002,88,47,69.8859,35.3994
3498,93,46,69.1161,34.4795
3833,94,54,69.2543,35.5936
3173,90,46,68.8068,33.6977
2483,92,53,65.8749,32.7628
2735,89,45,69.8629,34.0501
2512,85,41,65.2112,30.8869
3013,86,42,70.5475,35.5345
2522,89,39,68.6106,31.9299
3429,87,48,66.3193,34.8799
2820,88,46,69.4004,35.6887
2428,91,45,70.0681,34.2422
1514,85,42,66.6667,31.6637
3349,87,46,69.2823,34.4905
2245,84,46,66.3654,33.2222
3655,89,49,67.8519,34.8238
2488,92,52,65.5255,33.7287
3535,86,48,67.961,35.3203
2899,86,47,67.6887,34.6807
4002,90,49,69.8038,37.3894
4295,90,46,68.5285,33.6266
3215,87,51,66.5716,34.7658
3898,90,50,67.3223,34.2523
3092,82,39,64.9279,32.1882
1936,84,40,66.4775,31.1201
3318,88,46,67.7598,30.5435
4762,92,54,70.5045,37.1061
3163,87,43,66.5155,32.6486
3052,87,48,67.4414,32.3093
2265,88,45,67.1071,34.017
2296,87,44,68.6897,34.1812
3737,85,50,66.9179,34.5065
2566,88,50,66.4515,33.013
3675,87,51,71.3383,37.6496
3221,90,51,70.4985,37.979
3930,93,56,70.6316,36.3103
3110,90,47,66.7097,31.0611
3086,91,49,66.4835,33.9489
3861,88,52,69.8378,37.3964
4146,88,52,67.7928,37.026
2464,87,44,65.5335,29.8639
2989,86,53,65.5135,33.1762
1800,86,45,68.6256,33.2733
2598,94,50,66.5475,30.5035
3573,91,49,70.0671,36.9099
3674,88,47,68.9169,36.2322
3154,92,51,69.1862,34.6466
3011,88,49,67.9329,35.4505
3480,92,56,68.4354,33.7097
3409,86,40,69.1662,32.7137
3706,88,55,68.1592,34.3894
3128,85,42,68.3684,34.3804
3931,92,51,69.3754,33.977
4844,95,60,69.1071,37.0571
3984,92,51,68.8148,35.2623
2149,82,43,64.1572,29.9229
3785,90,49,70.4665,35.5916
4167,89,51,69.4995,36.5135
4738,93,52,69.5495,37.2102
2877,92,48,67.7818,33.0931
3836,94,53,70.002,34.0861
2320,88,51,67.039,33.993
2381,94,55,66.2793,31.1451
3958,94,55,67.3714,33.0971
2651,86,47,66.046,31.7327
2148,85,44,65.9369,32.0841
3491,85,47,66.7077,34.0811
3132,91,54,66.7397,33.7508
3780,93,52,70.4555,34.6597
3798,87,52,69.3794,34.3243
1657,84,45,65.7928,30.7678
4375,92,54,69.2492,34.987
2813,89,50,67.979,33.1852
3119,94,53,70.3023,34.4094
3764,92,53,69.1241,35.3834
3650,89,49,68.8879,35.8278
3531,88,50,68.0821,34.0501
4336,90,54,68,35.1071
3767,89,53,67.3403,33.6647
3279,89,53,66.0521,32.6697
2059,86,43,68.5005,34.1231
4364,94,57,69.3684,36.4715
2502,85,38,65.9129,30.043
3383,84,48,67.7037,36.6046
2968,84,46,67.4354,33.04
2103,82,41,66.3504,32.2803
3950,86,47,68.7277,35.6236
3567,93,55,67.3584,34.2503
5144,93,57,67.2783,35.4555
2911,91,48,67.9329,31.975
3007,92,49,69.2853,32.6036
2779,85,48,68.043,33.3113
3101,90,47,69.1201,34.1762
3268,84,49,65.964,32.8819
2492,89,47,69.1461,34.7678
4712,91,53,68.9499,36.8038
