objective,nodes_to_best,edges_to_best,nodes_avg,edges_avg
-692,152,90,172.675,83.3774
6549,153,96,171.581,82.7497
5138,155,92,172.35,84.3363
-1003,155,87,176.343,79.4655
3474,154,90,172.603,78.9109
11259,154,106,167.792,85.8238
-6298,153,90,174.597,77.3514
5492,155,93,174.067,80.5205
2189,155,92,174.74,81.5325
3260,154,90,169.15,75.5065
5696,156,91,172.378,81.5566
591,156,99,174.395,86.1902
7431,154,92,172.974,84.4134
2830,153,93,169.278,81.3093
7457,151,90,168.157,75.9199
6127,156,94,176.009,88.7377
-1083,155,85,174.476,78.0531
5700,154,92,174.801,82.024
8061,152,90,166.492,76.1702
-405,156,85,175.948,77.5556
9639,152,95,170.622,85.7247
-1080,156,84,173.995,78.7497
7784,149,88,166.792,81.997
3016,156,86,172.999,81.1101
7913,153,84,169.448,79.4484
-149,156,94,175.448,86.3303
1451,154,86,174.371,81.0731
4154,156,89,175.209,77.3984
4784,154,97,172.522,83.8839
345,156,94,174.132,81.8168
809,156,85,176.058,78.2052
-4563,156,88,177.084,79.6146
6512,155,91,172.614,85.5896
1105,155,91,172.935,80.1371
8554,152,99,171.958,83.8448
1664,156,103,175.011,84.5896
4625,154,93,172.893,80.1041
5365,154,96,170.927,82.7437
-1872,153,83,176.884,80.6697
-3931,156,80,173.961,75.1922
7660,155,103,174.483,86.1752
-2776,155,77,171.763,73.5506
10603,153,93,169.422,81.6997
1937,152,92,170.739,80.972
2468,155,89,175.902,81.8108
4911,155,96,176.034,87.6887
8511,155,90,169.508,80.968
4106,154,91,172.763,84.4795
3726,155,89,175.683,82.7588
8811,153,100,170.074,83.6517
8132,154,99,172.928,87.1642
-1976,156,86,174.306,81.013
347,155,93,174.983,82.4595
-1699,154,88,176.491,77.8008
5390,153,88,169.604,77.1461
-1287,154,80,174.477,79.3724
-2493,155,82,176.575,79.8378
-2738,156,87,175.334,78.1852
7772,155,91,171.167,80.5405
4071,156,88,174.703,79.5415
4803,155,93,172.758,81.4655
10228,154,87,170.75,82.1642
3772,156,96,176.971,82.7858
2473,148,87,169.178,78.2472
5284,150,93,168.39,80.0931
4795,153,97,171.894,82.7728
-601,152,90,170.919,81.4625
4359,152,96,168.092,75.1832
3138,153,91,173.856,80.8829
-450,155,91,174.358,79.6637
6500,153,91,172.47,82.954
7681,154,96,170.907,84.5516
6167,154,93,172.312,86.4565
4518,153,91,169.551,78.1421
2720,151,81,174.65,77.991
4465,155,83,175.558,78.1281
-439,156,86,174.269,77.1652
-537,155,84,175.984,81.1101
4505,156,92,174.713,82.3694
466,155,87,175.961,77.2943
3050,154,93,174.42,83.5966
-5133,156,86,177.35,77.6607
6302,156,92,174.823,83.5305
5064,156,101,175.556,83.1151
529,154,89,174.545,80.4024
11795,151,96,164.48,80.4725
4804,156,89,175.478,81.017
6482,155,99,170.787,81.0531
-2015,154,94,172.599,82.1622
50,156,81,175.428,81.2302
3125,153,89,171.766,78.8929
1437,155,83,176.682,77.9329
316,153,95,174.826,81.7998
1606,156,98,173.875,82.014
5456,155,90,173.149,82.5736
-205,156,80,176.123,75.1111
6009,150,87,168.886,80.6767
1397,155,83,174.893,80.7618
-1581,156,82,175.015,75.5996
-1867,155,89,175.463,76.5976
3801,154,86,171.819,74.2182
947,151,91,174.009,80.7898
841,156,74,176.991,74.9379
4295,154,91,172.393,79.7147
4008,155,102,173.291,81.2643
7926,153,84,170.689,81.4715
224,156,95,177.856,84.2753
4541,154,84,171.46,77.2052
8025,155,94,171.748,82.2462
4501,152,92,169.261,77.024
5792,155,88,172.45,79.034
2061,154,92,172.389,82.2753
1588,156,102,176.77,84.2953
511,156,87,175.899,77.7998
3101,154,81,174.011,77.017
2257,155,99,174.213,85.0951
-484,154,92,175.735,82.5155
3235,154,99,171.85,82.2663
7503,154,98,171.798,85.022
-698,152,91,171.869,79.4635
-3374,156,88,175.526,79.1421
149,156,95,174.138,80.4775
5780,153,89,175.681,82.4284
5066,154,92,170.901,81.1391
7907,152,95,171.386,86.2923
280,154,87,176.467,79.1942
2537,156,90,176.157,81.5766
4322,154,85,173.971,80.5616
7721,156,101,176.696,86.041
7546,156,105,172.62,84.7928
6345,151,94,164.047,75.4044
-3152,156,84,177.685,80.4164
839,156,98,172.737,79.3423
6882,154,95,173.271,83.4304
5971,153,96,173.322,85.7087
2379,156,88,176.265,82.2262
-277,155,87,175.529,80.7217
715,154,96,172.827,83.2803
1955,155,94,175.964,79.5866
2927,151,87,170.462,78.3243
3614,155,84,171.862,77.2222
-5709,154,91,174.768,82.4985
7870,153,91,169.774,80.4294
7721,153,91,172.057,83.998
4825,155,86,173.55,81.6797
-1360,155,79,176.027,75.1962
